"FMAID","Preferred Label","Parent FMAID"
49442,"Oblique part of left styloglossus",49438
42096,"Compact bone of distal metaphysis of phalanx of ring finger",241126
39225,"Muscle fasciculus of left articularis cubiti",39223
27385,"Parenchyma of right superior bronchopulmonary segment",27380
273855,"Brodmann area 20 of limbic lobe",271167
273857,"Brodmann area 20 of right limbic lobe",273855
273851,"Right orbital gyrus",256194
273853,"Left orbital gyrus",256194
273859,"Brodmann area 20 of left limbic lobe",273855
326163,"Surface of back of trunk",61548
70891,"Set of basivertebral veins",63814
80142,"Nerve to right adductor longus",45316
45452,"Lateral proper plantar digital nerve of right fourth toe",44753
10764,"Lateral tributary of dorsal tributary of left second posterior intercostal vein",12661
70536,"Tentorial marginal branch of left internal carotid artery",70534
34135,"Compact bone of proximal metaphysis of ulna",34132
26731,"Cartilage of superior surface of body of fourth thoracic vertebra",26163
267313,"Thoracic subsegment of ventral gray column of spinal cord",256609
267316,"Thoracic segment of right ventral gray column of spinal cord",267310
267310,"Thoracic segment of ventral gray column of spinal cord",256609
267319,"Thoracic segment of left ventral gray column of spinal cord",267310
36066,"Periosteum of proximal metaphysis of fourth metatarsal bone",34661
37542,"Proximal epiphysis of distal phalanx of right little finger",37541
71879,"Set of areolar glands",71481
41629,"Periosteum of diaphysis of distal phalanx of right ring finger",41628
74985,"Quadrate muscle",46569
11120,"Lateral branch of posterior ramus of fifth thoracic nerve",6047
51045,"Fascia lata of left thigh",13902
10332,"Capsule of right tenth costotransverse joint",10325
86535,"Zone 16 of left marginal artery",86507
10095,"Transverse process of twelfth thoracic vertebra",9150
326434,"CD19+ lymphoblast",83031
20635,"Femoral branch of left genitofemoral nerve",16496
46059,"Medial head of third dorsal interosseus of foot",46053
15809,"Right lobe of liver",15808
20643,"Right iliopsoas fascia",18090
,"Lymphatic chain",
18121,"Serosa of body of uterus",18119
45888,"Long head of right biceps femoris",45887
54829,"Anterior intra-occipital synchondrosis",327528
11441,"Ascending branch of meningeal branch of sixth thoracic nerve",6042
73257,"Subscapular axillary lymphatic chain",73248
47721,"Perimysium of left palatopharyngeus",47719
328447,"Adult age",328409
327702,"Surface of submandibular gland",327699
58337,"Region of cornea",225818
31111,"Surface of inferior articular process proper of seventh cervical vertebra",31099
311118,"Proximal tendon of right fibularis brevis",311116
311114,"Distal tendon of left fibularis longus",311110
311116,"Proximal tendon of fibularis brevis",47125
311110,"Distal tendon of fibularis longus",47110
311112,"Distal tendon of right fibularis longus",311110
62455,"Pancreatic centro-acinar cell",70986
50684,"Right splenial artery",50652
60879,"Anterior ligament of malleus",60878
45249,"Pectineus branch of left femoral nerve",45247
66627,"Trunk of deep brachial artery",76301
80540,"Trunk of right auriculotemporal nerve",80539
86512,"Zone 8 of anterior interventricular branch of left coronary artery",86505
57153,"Cavity of left upper third molar tooth",56143
83235,"Trabecular bone of proximal phalanx of right fourth toe",83234
18271,"Wall of epididymis",86222
64599,"Fibrous membrane of articular capsule of interphalangeal joint of thumb",64121
70825,"Set of left atrial veins",63814
63516,"L1",63515
84149,"Umbrella cell of urothelium",84127
16636,"Superior mesenteric lymphatic vessel",234282
43020,"Diaphysis of right fifth metatarsal bone",43011
43211,"Surface of distal phalanx of hand",43164
25249,"Surface of right hip",25248
45222,"Superficial fascia of fifth toe",45179
46195,"Belly of second palmar interosseous of right hand",46194
84443,"Cardiac muscle fasciculus of pectinate muscle",62494
57079,"Left sphenomandibular ligament",57077
51857,"Bone of proximal phalanx of right third toe",51854
65739,"Medial branch of posterior ramus of right fourth cervical nerve",65617
85008,"Compartment of thorax",12236
28535,"Surface of left inferior articular process of second thoracic vertebra",28521
285358,"Mucosa of bony part proper of left pharyngotympanic tube",285354
285352,"Mucosa of cartilaginous part proper of left pharyngotympanic tube",285348
285356,"Mucosa of bony part proper of right pharyngotympanic tube",285354
285350,"Mucosa of cartilaginous part proper of right pharyngotympanic tube",285348
285354,"Mucosa of bony part proper of pharyngotympanic tube",285169
29690,"Anterior surface of inferior part of anal canal",20054
296908,"Body stalk",85537
49344,"Aponeurosis of left bulbospongiosus",49342
86800,"Vasculature of right hip",86799
29259,"Articular cartilage of left superior costal facet of body of eleventh thoracic vertebra",26774
292591,"T1 root of right medial pectoral nerve",292589
292599,"C6 root of suprascapular nerve",308222
292593,"T1 root of left medial pectoral nerve",292589
292595,"Root of suprascapular nerve",77508
292597,"C5 root of suprascapular nerve",308222
49652,"Left superficial temporal artery",49650
55076,"Nasopharyngeal gland",7146
59360,"Left anterior lower palpebral margin",59358
18035,"Rootlet of right fourth sacral nerve",17950
19565,"Posterior surface of duct of left seminal vesicle",19559
34969,"Dorsal surface of left lateral cuneiform bone",34967
15591,"Anterior surface of right kidney",15589
23418,"Deltoid tuberosity of humerus",85563
234188,"Left supratrochlear lymphatic vessel",234184
234184,"Supratrochlear lymphatic vessel",234920
234186,"Right supratrochlear lymphatic vessel",234184
30230,"Bony part of inferior articular process of fifth thoracic vertebra",30224
302302,"Dorsal vein complex",4767
302308,"Dorsal vascular complex part of right inferior vesical artery",302306
302300,"Dorsal vascular complex",260144
302306,"Dorsal vascular complex part of inferior vesical artery",20958
87343,"Wall of superior segmental bronchial tree",87334
18469,"Lumen of uterine part of left uterine tube",18360
30861,"Surface of left lamina of second lumbar vertebra",30853
308616,"Superior subscapular nerve component of trunk of posterior division of anterior ramus of right fifth cervical nerve",308614
308618,"Superior subscapular nerve component of trunk of posterior division of anterior ramus of left fifth cervical nerve",308614
308614,"Superior subscapular nerve component of trunk of posterior division of anterior ramus of fifth cervical nerve",308523
21081,"Region of transverse mesocolon",20593
28488,"Surface of superior articular process of fifth thoracic vertebra",24809
284882,"Lower vermilion midline",284741
284886,"Cutaneuous lower lip line",284741
34961,"Glenohumeral ligament",39992
14523,"Posterior surface of pancreas",28610
38133,"Skin of medial part of left leg",38131
51729,"Nasofrontal vein",51728
37211,"Surface of proximal metaphysis of radius",37208
41668,"Trabecular bone of middle phalanx of right little finger",41667
24344,"Compact bone of transverse process of vertebra",83333
65005,"Intermetacarpal joint of right second and third metacarpal bones",65003
51003,"Internal cerebral vein",50996
28696,"Periosteum of posterolateral part of body of eleventh thoracic vertebra",26190
286962,"T11 segment of nucleus proprius",286936
286968,"T12 segment of left nucleus proprius",286964
286964,"T12 segment of nucleus proprius",286936
286960,"T10 segment of right nucleus proprius",286958
286966,"T12 segment of right nucleus proprius",286964
29171,"Trabecular bone of left pedicle of eleventh thoracic vertebra",29148
291710,"C8 ventral column nucleus of medial pectoral nerve",291696
291718,"T1 ventral column nucleus of right medial pectoral nerve",291716
291716,"T1 ventral column nucleus of medial pectoral nerve",291696
291714,"C8 ventral column nucleus of left medial pectoral nerve",291710
291712,"C8 ventral column nucleus of right medial pectoral nerve",291710
42798,"Proximal epiphysis of right fourth metacarpal bone",42797
40064,"Articular cartilage of triquetral facet of lunate",33321
83565,"Middle muscle layer",83563
26362,"Right pedicle of fifth cervical vertebra",26360
263620,"Endothelium of posterior leaflet of tricuspid valve",83596
263622,"Endothelium of septal leaflet of tricuspid valve",83596
263628,"Endothelium of chorda tendinea",83596
263626,"Endothelium of tricuspid valve",83596
263624,"Endothelium of anteroseptal commissure of tricuspid valve",83596
16094,"Pedicle of first lumbar vertebra",16077
41188,"Bone of proximal epiphysis of phalanx of middle finger",42522
38080,"Trabecular bone of right superior articular process of fourth lumbar vertebra",38079
79085,"Olecranon region",79083
7731,"Anterior margin of first costal cartilage",66086
7736,"Anterior surface of second costal cartilage",7722
7733,"Medial end of second costal cartilage",7719
7732,"Posterior margin of first costal cartilage",66086
7739,"Inferior border of second costal cartilage",7725
7737,"Posterior surface of second costal cartilage",7723
7738,"Superior border of second costal cartilage",7724
7730,"Inferior surface of first costal cartilage",66079
7735,"Lateral end of second costal cartilage",7721
7734,"Sternal articular facet of second costal cartilage",7720
284019,"Internal granular layer of left Brodmann area 30",282811
28401,"Surface of process of second thoracic vertebra",24804
284013,"External pyramidal layer of right Brodmann area 30",282707
284017,"Internal granular layer of right Brodmann area 30",282811
284011,"External granular layer of left Brodmann area 30",282603
284015,"External pyramidal layer of left Brodmann area 30",282707
85295,"Mucosa proper of supraglottic part of larynx",64170
56198,"Distal surface layer of right upper central incisor tooth",56194
45394,"Interosseous branch of lateral terminal branch of left deep fibular nerve",44780
17750,"Orifice of right uterine tube",17749
326077,"Anterior fossa meningeal cluster",326070
76293,"Trunk of anterior glandular branch of right superior thyroid artery",76292
20935,"Portion of cerebrospinal fluid",280564
57886,"Left upper lung zone",57881
76013,"Trunk of deep branch of right supra-orbital artery",76012
26936,"Compact bone of inferior articular process of sixth thoracic vertebra",26122
269368,"Vasculature of left lateral chest wall",269364
269362,"Vasculature of posterior chest",74722
269366,"Vasculature of right lateral chest wall",269364
269360,"Vasculature of female anterior chest",269356
269364,"Vasculature of lateral chest wall",74611
12838,"Fifth thoracic radicular vein",10555
76256,"Trunk of pharyngeal branch of artery of pterygoid canal",75865
10944,"Lateral tributary of dorsal tributary of left eleventh posterior intercostal vein",12670
74635,"Infundibulum of neurohypophysis",74633
52578,"Nerve to ciliary ganglion",52597
329076,"Venous plexus of hand",329071
75220,"Set of anulo-olivary fibers",75188
57355,"Cavity of crown of right lower second molar tooth",57351
44941,"Medial dorsal digital branch of ulnar nerve to ring finger",44875
28968,"Compact bone of third lumbar vertebra",28659
289681,"Mucosa of oral segment of right side of hard palate",289589
289685,"Mucosa of oral segment of right side of soft palate",289589
289683,"Mucosa of oral segment of left side of hard palate",289589
289687,"Mucosa of oral segment of left side of soft palate",289589
61006,"Conchal part of pinna",60960
45860,"Zone of rectus femoris",312136
60545,"Skin proper of dorsal part of left third toe",60537
77927,"Trunk of muscular tributary of posterior external jugular vein",77923
